,Quartier,AgeBatiment,NombreUtilisations,PremierTypePropriete,NombreBatiments,NombreEtages,SurfacePlancherTotal,SurfaceTotaleParking,SurfaceTotaleHorsParking,ListeUtilisationsBatiment,UtilisationPrincipale,SurfaceUtilisationPrincipale,UtilisationSecondaire,SurfaceUtilisationSecondaire,UtilisationTertiaire,SurfaceUtilisationTertiaire,Conformité,ConsoSite/S(kBtu/sf),ConsoSiteNorm/S(kBtu/sf),ConsoSource/S(kBtu/sf),ConsoSourceNorm/S(kBtu/sf),ConsoSiteTot(kBtu),ConsoSiteTotNorm(kBtu),Vapeur(kBtu),Électricité(kBtu),GazNaturel(kBtu),EmissionGES,IntensiteGES/S,TrancheAge,Pertes/S(kBtu/sf),ProportionVapeur,ProportionElectricité,ProportionGazNaturel,Latitude,Longitude,Zone,clusters_kmeans
2438,DOWNTOWN,116,1,Small- and Mid-Sized Office,1.0,3,28142,0,28142,Office,Office,28142.0,Aucune,0.0,Aucune,0.0,Compliant,30.10000038,32.40000153,64.19999695,66.19999695,847097.8125,911154.125,340615.5938,414101.0,92381.0,34.08,1.21,"[87,116[",34.09999657,0.4020971235833523,0.4888467351578717,0.1090558830831593,47.59938,-122.33328,Centre,0
2439,DOWNTOWN,116,3,Small- and Mid-Sized Office,1.0,3,28760,0,28760,"Non-Refrigerated Warehouse, Office, Retail Store",Office,12314.0,Retail Store,6020.0,Non-Refrigerated Warehouse,6000.0,Compliant,107.5,112.0,165.1999969,170.6000061,2615973.5,2726126.75,500752.8125,572200.0,1543021.0,124.59,4.33,"[87,116[",57.6999969,0.191421209924336,0.2187331026097932,0.5898458069242674,47.59954,-122.33327,Centre,0
2440,DOWNTOWN,114,2,Small- and Mid-Sized Office,1.0,4,39030,0,39030,"Office, Retail Store",Office,32001.0,Retail Store,6685.0,Aucune,0.0,Compliant,18.39999962,20.0,47.70000076,49.29999924,713326.875,773324.6875,0.0,524342.0,188985.0,13.69,0.35,"[87,116[",29.300001140000003,0.0,0.7350655335956605,0.2649346416395709,47.59979,-122.33318,Centre,0
2441,DOWNTOWN,107,2,Small- and Mid-Sized Office,0.0,3,47215,0,47215,"Office, Retail Store",Office,23659.0,Retail Store,22376.0,Aucune,0.0,Compliant,45.5,46.40000153,131.6000061,135.1000061,2092696.0,2136896.0,0.0,1597575.0,991813.0,63.81,1.35,"[87,116[",86.1000061,0.0,0.7634051959768643,0.4739403143122556,47.60071,-122.33377,Centre,0
2442,EAST,90,2,Other,1.0,2,61580,27000,34580,"Other, Parking",Other,36280.0,Parking,23154.0,Aucune,0.0,Compliant,115.8000031,123.8000031,313.2000122,332.3999939,4199443.0,4489734.5,0.0,3327045.0,872398.0,69.53,1.13,"[87,116[",197.4000091,0.0,0.7922586400148781,0.2077413599851218,47.61492,-122.31728,Centre,0
2443,EAST,99,2,Small- and Mid-Sized Office,1.0,3,30720,0,30720,"Office, Retail Store",Office,29720.0,Retail Store,1000.0,Aucune,0.0,Compliant,41.90000153,44.29999924,107.3000031,109.8000031,1288669.5,1361277.25,0.0,930084.0,358585.0,25.53,0.83,"[87,116[",65.40000157,0.0,0.7217397478562192,0.2782598641467032,47.61459,-122.31724,Centre,0
2444,EAST,100,3,Mixed Use Property,1.0,2,20640,0,20640,"Office, Restaurant, Retail Store",Retail Store,9750.0,Office,9212.0,Restaurant,2450.0,Compliant,19.29999924,19.29999924,60.5,60.5,412562.4063,412562.4063,0.0,412562.0,0.0,2.88,0.14,"[87,116[",41.20000076,0.0,0.9999990151792948,0.0,47.61428,-122.31726,Centre,0
2445,EAST,104,3,Mixed Use Property,1.0,2,34914,0,34914,"Office, Restaurant, Retail Store",Retail Store,14983.0,Restaurant,10638.0,Office,5837.0,Compliant,42.40000153,41.79999924,133.1000061,131.1999969,1333289.625,1314474.5,0.0,1333290.0,0.0,9.29,0.27,"[87,116[",90.70000457,0.0,1.00000028125922,0.0,47.61421,-122.3193,Centre,0
2446,EAST,110,3,Small- and Mid-Sized Office,1.0,3,20897,0,20897,"Non-Refrigerated Warehouse, Office, Retail Store",Office,10228.0,Retail Store,3433.0,Non-Refrigerated Warehouse,3400.0,Compliant,56.59999847,60.5,148.1999969,152.3000031,964923.8125,1031474.188,0.0,725243.0,239681.0,17.79,0.85,"[87,116[",91.59999843,0.0,0.7516064901756169,0.2483937041402426,47.61508,-122.31845,Centre,0
2447,EAST,100,1,Retail Store,1.0,2,36940,0,36940,Retail Store,Retail Store,36940.0,Aucune,0.0,Aucune,0.0,Compliant,9.100000381,9.100000381,28.60000038,28.60000038,336745.4063,336745.4063,0.0,336745.0,0.0,2.35,0.06,"[87,116[",19.499999999000003,0.0,0.9999987934505048,0.0,47.61478,-122.31847,Centre,0
2448,EAST,103,1,Small- and Mid-Sized Office,1.0,3,22866,0,22866,Office,Office,22866.0,Aucune,0.0,Aucune,0.0,Compliant,50.5,53.09999847,133.1999969,135.8000031,1153690.125,1213909.875,0.0,877955.0,275735.0,20.76,0.91,"[87,116[",82.6999969,0.0,0.7609972391850022,0.2390026524670132,47.61435,-122.31859,Centre,0
2449,EAST,96,2,Retail Store,1.0,1,30240,0,30240,"Restaurant, Retail Store",Retail Store,32205.0,Restaurant,714.0,Aucune,0.0,Compliant,38.40000153,40.0,107.6999969,108.3000031,1264626.875,1316900.75,0.0,1061362.0,203265.0,18.19,0.6,"[87,116[",69.29999537,0.0,0.8392688950248666,0.1607312038185176,47.61466,-122.31984,Centre,0
2450,EAST,106,2,Low-Rise Multifamily,1.0,3,32100,0,32100,"Bar/Nightclub, Multifamily Housing",Multifamily Housing,21400.0,Bar/Nightclub,10700.0,Aucune,0.0,Non-Compliant,3.400000095,4.5,4.300000191,5.400000095,108200.3984,142892.5,0.0,11370.0,96830.0,5.22,0.16,"[87,116[",0.9000000959999994,0.0,0.1050827923753744,0.8949135255679428,47.61427,-122.31977,Centre,0
2454,NORTHEAST,54,1,Other,1.0,2,28586,0,28586,Other,Other,27022.0,Aucune,0.0,Aucune,0.0,Compliant,187.8999939,187.8999939,590.0999756,590.0999756,5078204.0,5078204.0,0.0,5078203.0,0.0,35.4,1.24,"[29,58[",402.1999817,0.0,0.9999998030799866,0.0,47.65729,-122.31937,Nord,2
2457,DOWNTOWN,108,2,Hotel,1.0,3,28800,0,28800,"Hotel, Restaurant",Hotel,21600.0,Restaurant,7200.0,Aucune,0.0,Compliant,161.3000031,161.3000031,257.7000122,257.7000122,4644346.0,4644346.0,0.0,1218294.0,3426052.0,190.45,6.61,"[87,116[",96.4000091,0.0,0.2623176653935775,0.7376823346064225,47.59766,-122.32394,Centre,0
2459,DOWNTOWN,103,1,Restaurant,1.0,3,28800,0,28800,Restaurant,Restaurant,28800.0,Aucune,0.0,Aucune,0.0,Compliant,31.20000076,32.5,62.0,62.79999924,899924.1875,935833.1875,0.0,402907.0,497017.0,29.21,1.01,"[87,116[",30.79999924,0.0,0.4477121579755295,0.5522876336735866,47.59697,-122.32474,Centre,0
2460,DOWNTOWN,37,2,Small- and Mid-Sized Office,1.0,3,35202,0,35202,"Bank Branch, Office",Office,24227.0,Bank Branch,9127.0,Aucune,0.0,Compliant,108.0999985,108.0999985,339.5,339.5,3605755.5,3605755.5,0.0,3605755.0,0.0,25.14,0.71,"[29,58[",231.4000015,0.0,0.9999998613328052,0.0,47.59644,-122.32415,Centre,1
2467,EAST,47,2,Senior Care Community,1.0,6,95117,26082,69035,"Parking, Senior Care Community",Senior Care Community,69035.0,Parking,26082.0,Aucune,0.0,Compliant,104.3000031,107.6999969,239.8999939,246.8000031,7202141.5,7437745.0,0.0,4307003.0,2895138.0,183.79,1.93,"[29,58[",135.5999908,0.0,0.5980169925847749,0.4019829379914293,47.61318,-122.32747,Centre,1
2469,EAST,106,1,Worship Facility,1.0,2,24600,0,24600,Worship Facility,Worship Facility,24600.0,Aucune,0.0,Aucune,0.0,Compliant,13.5,14.10000038,36.09999847,38.0,331059.5,347690.5938,0.0,258312.0,72748.0,5.66,0.23,"[87,116[",22.599998470000003,0.0,0.7802585335868628,0.2197429767156659,47.61426,-122.32661,Centre,0
2471,EAST,116,3,Worship Facility,1.0,1,48850,0,48850,"Office, Other, Worship Facility",Worship Facility,28725.0,Office,4325.0,Other,3700.0,Compliant,28.89999962,34.29999924,47.40000153,53.79999924,1063480.5,1259282.25,815676.125,239923.0,7881.0,65.05,1.33,"[87,116[",18.50000191,0.7669873824672855,0.2256016918034698,0.0074105731134703,47.60514,-122.32613,Centre,0
2482,SOUTHWEST,55,1,Hospital,0.0,3,54863,0,54863,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),109726.0,Aucune,0.0,Aucune,0.0,Compliant,18.60000038,18.79999924,58.29999924,59.09999847,2037720.625,2066851.25,0.0,2037720.0,0.0,14.21,0.26,"[29,58[",39.69999886,0.0,0.9999996932847456,0.0,47.58767,-122.38672,Sud,1
2489,GREATER DUWAMISH,52,3,Warehouse,1.0,1,25000,0,25000,"Food Sales, Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,13393.0,Food Sales,7500.0,Office,4107.0,Compliant,79.59999847,81.80000305,155.6000061,157.8999939,1989103.875,2044286.625,0.0,861621.0,1127483.0,65.89,2.64,"[29,58[",76.00000763,0.0,0.4331704396282472,0.566829623214122,47.55317,-122.33289,Sud,1
2490,GREATER DUWAMISH,56,2,Warehouse,1.0,1,25000,0,25000,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,24000.0,Office,1000.0,Aucune,0.0,Compliant,11.5,13.69999981,24.10000038,26.10000038,287132.5,342696.3125,0.0,143797.0,143335.0,8.61,0.34,"[29,58[",12.60000038,0.0,0.500803635952043,0.4991946226916145,47.55544,-122.33294,Sud,1
2491,GREATER DUWAMISH,89,1,Other,1.0,1,22622,0,22622,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,23000.0,Aucune,0.0,Aucune,0.0,Compliant,33.70000076,37.90000153,64.0,69.0,774075.6875,872014.3125,0.0,315436.0,458640.0,26.56,1.17,"[87,116[",30.29999924,0.0,0.4075002032666218,0.5925002004406708,47.55523,-122.33448,Sud,0
2492,EAST,99,2,Small- and Mid-Sized Office,1.0,3,27544,0,27544,"Office, Parking",Office,22365.0,Parking,3744.0,Aucune,0.0,Compliant,46.09999847,48.79999924,124.0999985,127.0,1031667.5,1092060.75,0.0,810115.0,221553.0,17.41,0.63,"[87,116[",78.00000003,0.0,0.785248154080651,0.2147523305716231,47.61543,-122.32657,Centre,0
2506,DOWNTOWN,27,4,Small- and Mid-Sized Office,1.0,7,47415,0,47415,"Multifamily Housing, Office, Other - Entertainment/Public Assembly, Parking",Office,25884.0,Parking,7000.0,Multifamily Housing,5713.0,Compliant,43.40000153,45.59999847,136.3999939,143.1999969,1478979.25,1552850.625,0.0,1478979.0,0.0,10.31,0.22,"[0,29[",92.99999237,0.0,0.999999830964498,0.0,47.61161,-122.34592,Centre,1
2512,MAGNOLIA / QUEEN ANNE,55,1,Other,1.0,3,22960,0,22960,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,22960.0,Aucune,0.0,Aucune,0.0,Compliant,98.69999695,106.5999985,153.0,162.1999969,2266983.0,2447325.5,0.0,542327.0,1724655.0,95.38,4.15,"[29,58[",54.30000305,0.0,0.2392285253131585,0.7607710335719324,47.63644,-122.34218,Centre,1
2514,EAST,18,2,Supermarket / Grocery Store,1.0,1,44739,0,44739,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,44739.0,Parking,0.0,Aucune,0.0,Compliant,326.0,335.3999939,728.7000122,738.5999756,14585813.0,15006878.0,0.0,8270312.0,6315500.0,393.07,8.79,"[0,29[",402.7000122,0.0,0.5670106973125186,0.4329892341277103,47.62048,-122.31386,Centre,2
2518,NORTHEAST,68,5,Mixed Use Property,1.0,1,22778,0,22778,"Medical Office, Office, Other, Restaurant, Retail Store",Retail Store,21194.0,Office,12923.0,Restaurant,3720.0,Compliant,56.5,61.20000076,70.0,74.59999847,2470566.0,2675057.75,0.0,224359.0,2246207.0,120.86,5.31,"[58,87[",13.5,0.0,0.0908127935056177,0.9091872064943822,47.66816,-122.27706,Nord,0
2519,BALLARD,60,2,Worship Facility,1.0,2,21562,0,21562,"Pre-school/Daycare, Worship Facility",Worship Facility,21052.0,Pre-school/Daycare,400.0,Aucune,0.0,Compliant,40.40000153,46.59999847,60.90000153,68.30000305,866806.0,1000251.875,0.0,189790.0,677016.0,37.28,1.73,"[58,87[",20.5,0.0,0.2189532605911819,0.7810467394088181,47.68517,-122.38733,Nord,1
2521,CENTRAL,57,1,Other,1.0,1,25753,0,25753,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,25753.0,Aucune,0.0,Aucune,0.0,Compliant,53.5,62.59999847,75.0,85.30000305,1378130.25,1612521.0,0.0,231543.0,1146587.0,62.51,2.43,"[29,58[",21.5,0.0,0.168012421177171,0.8319873974176244,47.62322,-122.29006,Centre,1
2522,EAST,88,1,Other,1.0,3,71280,0,71280,Other - Recreation,Other - Recreation,71280.0,Aucune,0.0,Aucune,0.0,Compliant,319.3999939,325.5,556.0999756,557.2999878,22767828.0,23204450.0,0.0,7528486.0,15239341.0,861.85,12.09,"[87,116[",236.6999817,0.0,0.3306633377588762,0.6693366183194989,47.62816,-122.28067,Centre,2
2524,EAST,53,3,Senior Care Community,1.0,16,153312,0,153312,"Parking, Senior Care Community, Worship Facility",Senior Care Community,148590.0,Parking,72317.0,Worship Facility,4722.0,Compliant,93.0,99.59999847,159.6000061,167.0,20628680.0,22092840.0,0.0,6566843.0,14061838.0,792.6,5.17,"[29,58[",66.6000061,0.0,0.3183355890924674,0.6816644593837318,47.63429,-122.27652,Centre,1
2530,DOWNTOWN,7,4,Mixed Use Property,1.0,19,1206670,201857,1004813,"Multifamily Housing, Office, Parking, Restaurant",Office,319361.0,Multifamily Housing,181047.0,Parking,177210.0,Compliant,54.59999847,55.0,153.3999939,152.3999939,27684480.0,27917688.0,0.0,23343425.0,4341053.0,393.29,0.33,"[0,29[",98.79999543,0.0,0.843195357109832,0.1568045706475252,47.61811,-122.33908,Centre,3
2535,SOUTHEAST,48,2,Worship Facility,1.0,1,24200,0,24200,"Parking, Worship Facility",Worship Facility,24200.0,Parking,0.0,Aucune,0.0,Compliant,34.20000076,37.20000076,76.09999847,79.40000153,826488.6875,900697.125,0.0,466335.0,360154.0,22.38,0.92,"[29,58[",41.89999771,0.0,0.5642363979724768,0.4357639801331219,47.53857,-122.28026,Sud,1
2540,MAGNOLIA / QUEEN ANNE,35,5,Residence Hall,1.0,4,23513,2211,21302,"Office, Parking, Residence Hall/Dormitory, Restaurant, Social/Meeting Hall",Residence Hall/Dormitory,15200.0,Office,2600.0,Social/Meeting Hall,1800.0,Compliant,81.69999695,83.5,176.5,182.0,1740568.25,1778251.875,0.0,924449.0,816119.0,49.79,2.12,"[29,58[",94.80000305,0.0,0.5311190756237223,0.4688807807450239,47.63651,-122.34418,Centre,1
2547,DELRIDGE,22,1,Self-Storage Facility,1.0,3,66610,0,66610,Self-Storage Facility,Self-Storage Facility,66720.0,Aucune,0.0,Aucune,0.0,Compliant,9.600000381,11.10000038,20.39999962,22.0,640377.0,742571.5,0.0,329414.0,310963.0,18.81,0.28,"[0,29[",10.799999239,0.0,0.5144063575050322,0.4855936424949678,47.56785,-122.37039,Sud,1
2548,GREATER DUWAMISH,66,2,Other,1.0,1,36000,0,36000,"Office, Other",Other,34000.0,Office,1400.0,Aucune,0.0,Compliant,103.0,108.0,280.7000122,286.0,3646053.75,3823703.75,0.0,2922836.0,723217.0,58.79,1.63,"[58,87[",177.7000122,0.0,0.8016436949126161,0.1983560993855342,47.56774,-122.33289,Sud,0
2559,NORTHWEST,78,1,K-12 School,1.0,2,23222,0,23222,K-12 School,K-12 School,15006.0,Aucune,0.0,Aucune,0.0,Compliant,81.30000305,88.80000305,114.6999969,123.6999969,1219863.125,1331981.25,0.0,210763.0,1009100.0,55.06,2.37,"[58,87[",33.39999385,0.0,0.1727759415631159,0.8272239559663712,47.71387,-122.3535,Nord,0
2562,EAST,92,6,Mixed Use Property,1.0,2,24476,0,24476,"Fitness Center/Health Club/Gym, Office, Other, Other - Utility, Restaurant, Retail Store",Fitness Center/Health Club/Gym,7501.0,Office,5872.0,Retail Store,5375.0,Compliant,111.4000015,117.1999969,211.1999969,219.1000061,2662054.25,2800725.0,0.0,1077101.0,1584953.0,91.69,3.75,"[87,116[",99.7999954,0.0,0.4046127159129082,0.5953871901746556,47.61426,-122.3253,Centre,0
2564,EAST,106,3,Retail Store,0.0,2,24750,0,24750,"Medical Office, Office, Retail Store",Retail Store,19240.0,Office,2050.0,Medical Office,1250.0,Compliant,34.70000076,40.20000076,63.5,69.30000305,782343.8125,906960.625,0.0,292118.0,490226.0,28.07,1.13,"[87,116[",28.79999924,0.0,0.3733882665557606,0.62661197310869,47.61386,-122.32481,Centre,0
2567,EAST,112,1,K-12 School,1.0,3,60000,0,60000,K-12 School,K-12 School,48783.0,Aucune,0.0,Aucune,0.0,Compliant,74.30000305,80.5,143.8999939,150.3999939,3625407.5,3928621.25,0.0,1537012.0,2088395.0,121.63,2.03,"[87,116[",69.59999085,0.0,0.4239556518818919,0.5760442102025772,47.61339,-122.32594,Centre,0
2568,EAST,62,1,Other,1.0,2,46560,0,46560,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,46560.0,Aucune,0.0,Aucune,0.0,Compliant,14.80000019,15.80000019,34.40000153,35.40000153,690557.6875,734550.6875,0.0,419713.0,270845.0,17.31,0.37,"[58,87[",19.60000134,0.0,0.6077884695187034,0.392211983014091,47.61449,-122.32592,Centre,0
2575,MAGNOLIA / QUEEN ANNE,36,2,Other,1.0,3,30408,0,30408,"Bank Branch, Parking",Bank Branch,25000.0,Parking,5408.0,Aucune,0.0,Compliant,57.59999847,58.79999924,180.8999939,184.6000061,1440554.25,1469861.875,0.0,1440554.0,0.0,10.04,0.33,"[29,58[",123.29999543,0.0,0.9999998264556854,0.0,47.63303,-122.34268,Centre,1
2579,MAGNOLIA / QUEEN ANNE,96,2,Small- and Mid-Sized Office,1.0,3,30109,0,30109,"Office, Parking",Office,28400.0,Parking,7200.0,Aucune,0.0,Compliant,51.59999847,56.0,124.0999985,128.6999969,1465795.75,1589657.75,0.0,949635.0,516161.0,34.03,1.13,"[87,116[",72.50000003,0.0,0.6478631146256223,0.3521370559302004,47.63439,-122.34078,Centre,0
2583,MAGNOLIA / QUEEN ANNE,56,1,Small- and Mid-Sized Office,1.0,2,25481,0,25481,Office,Office,25481.0,Aucune,0.0,Aucune,0.0,Compliant,36.0,41.29999924,55.79999924,61.40000153,917100.3125,1052797.5,0.0,219291.0,697809.0,38.59,1.51,"[29,58[",19.79999924,0.0,0.2391134284996768,0.7608862307524292,47.63985,-122.36712,Centre,1
2584,SOUTHEAST,49,1,Senior Care Community,1.0,1,141297,0,141297,Senior Care Community,Senior Care Community,141297.0,Aucune,0.0,Aucune,0.0,Compliant,137.5,144.1999969,244.8999939,253.1000061,19423344.0,20378838.0,0.0,6797882.0,12625460.0,717.93,5.08,"[29,58[",107.3999939,0.0,0.3499851518873372,0.6500147451437817,47.53515,-122.26556,Sud,1
2593,LAKE UNION,104,2,Small- and Mid-Sized Office,1.0,2,27788,0,27788,"Office, Other - Restaurant/Bar",Office,32610.0,Other - Restaurant/Bar,4874.0,Aucune,0.0,Compliant,56.59999847,56.79999924,151.8999939,152.1999969,2119806.25,2127889.25,0.0,1659964.0,459842.0,35.99,1.3,"[87,116[",95.29999543,0.0,0.7830734530573255,0.216926429007368,47.62298,-122.33082,Centre,0
2603,NORTHWEST,26,1,Hotel,1.0,4,41704,8584,33120,Hotel,Hotel,41704.0,Aucune,0.0,Aucune,0.0,Compliant,46.59999847,47.29999924,97.5,99.80000305,1943899.25,1974631.125,0.0,969192.0,974707.0,58.52,1.4,"[0,29[",50.90000153,0.0,0.4985813951005948,0.5014184762919168,47.729,-122.34473,Nord,1
2606,GREATER DUWAMISH,75,1,Warehouse,1.0,2,22324,0,22324,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21000.0,Aucune,0.0,Aucune,0.0,Compliant,28.0,34.40000153,48.70000076,56.5,588856.125,723060.1875,0.0,193898.0,394958.0,22.33,1.0,"[58,87[",20.70000076,0.0,0.3292790747485219,0.6707207129755167,47.56683,-122.33358,Sud,0
2607,GREATER DUWAMISH,70,1,Other,1.0,2,31360,0,31360,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,32000.0,Aucune,0.0,Aucune,0.0,Compliant,53.90000153,58.90000153,130.1999969,135.5,1725108.25,1886366.625,0.0,1126394.0,598714.0,39.65,1.26,"[58,87[",76.29999537,0.0,0.6529410545686046,0.3470588005129533,47.5661,-122.33358,Sud,0
2608,GREATER DUWAMISH,69,3,Mixed Use Property,1.0,1,30496,0,30496,"Manufacturing/Industrial Plant, Office, Retail Store",Retail Store,14344.0,Manufacturing/Industrial Plant,10272.0,Office,8012.0,Compliant,61.09999847,68.0,147.1000061,154.3999939,1992158.25,2217613.5,0.0,1295854.0,696304.0,46.01,1.51,"[58,87[",86.00000763,0.0,0.6504774407354436,0.3495224337725178,47.56555,-122.33362,Sud,0
2614,EAST,94,2,Small- and Mid-Sized Office,1.0,3,27600,0,27600,"Office, Retail Store",Office,13175.0,Retail Store,9175.0,Aucune,0.0,Compliant,48.0,49.40000153,140.3000031,141.8000031,1072151.375,1103795.25,0.0,961739.0,110412.0,12.57,0.46,"[87,116[",92.3000031,0.0,0.8970179234252252,0.1029817268107313,47.61545,-122.3238,Centre,0
2623,NORTHWEST,55,1,Senior Care Community,1.0,2,55974,0,55974,Senior Care Community,Senior Care Community,56000.0,Aucune,0.0,Aucune,0.0,Compliant,109.5999985,114.5,214.1999969,222.1000061,6135173.0,6412428.0,0.0,2657803.0,3477370.0,203.21,3.63,"[29,58[",104.5999984,0.0,0.4332075069439769,0.5667924930560231,47.66312,-122.35311,Nord,1
2628,NORTH,62,1,Senior Care Community,1.0,1,22583,0,22583,Senior Care Community,Senior Care Community,22583.0,Aucune,0.0,Aucune,0.0,Compliant,87.69999695,94.0,161.0,167.6000061,1981360.0,2123591.75,0.0,743706.0,1237654.0,70.92,3.14,"[58,87[",73.30000305,0.0,0.3753512738724916,0.6246487261275083,47.70883,-122.28887,Nord,1
2631,LAKE UNION,19,4,Small- and Mid-Sized Office,0.0,3,31686,7358,24328,"Food Service, Library, Office, Parking",Office,25927.0,Parking,6750.0,Food Service,3743.0,Compliant,72.80000305,72.80000305,228.5,228.5,2305643.5,2305643.5,0.0,2305643.0,0.0,16.07,0.51,"[0,29[",155.69999695,0.0,0.999999783140802,0.0,47.66117,-122.3391,Nord,1
2632,LAKE UNION,35,2,Small- and Mid-Sized Office,1.0,3,26694,6034,20660,"Office, Parking",Office,24914.0,Parking,4720.0,Aucune,0.0,Compliant,28.89999962,29.5,90.80000305,92.69999695,720170.6875,735909.0,0.0,720171.0,0.0,5.02,0.19,"[29,58[",61.90000343,0.0,1.000000433924909,0.0,47.6483,-122.33438,Nord,1
2636,NORTHWEST,44,1,Warehouse,1.0,1,29400,0,29400,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,25000.0,Aucune,0.0,Aucune,0.0,Compliant,9.100000381,9.100000381,28.60000038,28.60000038,227509.5,227509.5,0.0,227509.0,0.0,1.59,0.05,"[29,58[",19.499999999000003,0.0,0.9999978022895748,0.0,47.70833,-122.34429,Nord,1
2637,GREATER DUWAMISH,24,1,Hotel,1.0,3,22452,0,22452,Hotel,Hotel,22452.0,Aucune,0.0,Aucune,0.0,Compliant,55.40000153,56.5,107.0,110.5999985,1244150.0,1269576.0,0.0,524385.0,719765.0,41.88,1.87,"[0,29[",51.59999847,0.0,0.4214805288751356,0.5785194711248643,47.54774,-122.32091,Sud,1
2642,NORTHEAST,104,1,Other,1.0,2,25767,0,25767,Bank Branch,Bank Branch,17434.0,Aucune,0.0,Aucune,0.0,Compliant,90.69999695,92.90000153,284.7999878,291.7999878,1581352.75,1620383.625,0.0,1581352.0,0.0,11.02,0.43,"[87,116[",194.09999085,0.0,0.9999995257225184,0.0,47.66148,-122.31279,Nord,0
2643,NORTHEAST,63,2,Retail Store,1.0,4,33910,0,33910,"Office, Retail Store",Retail Store,14585.0,Office,14462.0,Aucune,0.0,Compliant,62.79999924,65.59999847,157.3000031,158.5,1822834.25,1904055.75,0.0,1270124.0,552710.0,38.21,1.13,"[58,87[",94.50000386,0.0,0.6967852397989559,0.3032146230519862,47.66188,-122.31279,Nord,0
2644,NORTHEAST,89,4,Worship Facility,1.0,2,78401,0,78401,"K-12 School, Office, Supermarket/Grocery Store, Worship Facility",Worship Facility,62400.0,Office,9940.0,K-12 School,4960.0,Compliant,31.39999962,36.29999924,58.0,64.80000305,2462408.25,2846592.0,0.0,939974.0,1522434.0,87.41,1.11,"[87,116[",26.60000038,0.0,0.3817295527660777,0.6182703457072969,47.6645,-122.31224,Nord,0
2654,LAKE UNION,37,4,Warehouse,1.0,2,78716,0,78716,"Non-Refrigerated Warehouse, Office, Other, Retail Store",Non-Refrigerated Warehouse,41275.0,Office,29399.0,Retail Store,6278.0,Compliant,52.09999847,54.79999924,152.5,156.8999939,4103800.75,4311327.5,0.0,3680806.0,422994.0,48.13,0.61,"[29,58[",100.40000153,0.0,0.89692609954321,0.103073717699379,47.64748,-122.33435,Nord,1
2655,LAKE UNION,106,1,K-12 School,1.0,2,33300,0,33300,K-12 School,K-12 School,30740.0,Aucune,0.0,Aucune,0.0,Compliant,51.90000153,61.90000153,77.30000305,87.90000153,1594733.625,1903636.375,0.0,335907.0,1258827.0,69.2,2.08,"[87,116[",25.400001520000004,0.0,0.2106351773952217,0.7893650577537675,47.66389,-122.33692,Nord,0
2656,LAKE UNION,59,1,Supermarket / Grocery Store,1.0,1,28808,0,28808,Supermarket/Grocery Store,Supermarket/Grocery Store,31174.0,Aucune,0.0,Aucune,0.0,Compliant,296.2000122,303.2000122,694.0,697.5,9232576.0,9450746.0,0.0,5713530.0,3519045.0,226.73,7.87,"[58,87[",397.7999878,0.0,0.6188446214794224,0.3811552702084445,47.66185,-122.33594,Nord,2
2667,NORTHEAST,59,2,Small- and Mid-Sized Office,1.0,1,27966,7004,20962,"Office, Parking",Office,20962.0,Parking,7004.0,Aucune,0.0,Compliant,52.5,56.40000153,164.8000031,177.0,1100499.75,1181649.25,0.0,1100500.0,0.0,7.67,0.27,"[58,87[",112.3000031,0.0,1.00000022716952,0.0,47.66345,-122.3134,Nord,1
2668,NORTHEAST,66,2,Supermarket / Grocery Store,1.0,1,26226,0,26226,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,25828.0,Parking,0.0,Aucune,0.0,Compliant,293.7999878,301.8999939,741.4000244,745.4000244,7588060.5,7798479.5,0.0,5349470.0,2238590.0,156.18,5.96,"[58,87[",447.6000366,0.0,0.704985153979729,0.2950147801272802,47.66429,-122.31389,Nord,2
2671,NORTHEAST,40,2,Mixed Use Property,1.0,2,34948,15755,19193,"Bank Branch, Parking",Bank Branch,19183.0,Parking,19183.0,Aucune,0.0,Compliant,60.5,63.79999924,189.8000031,200.1999969,1159807.125,1223177.375,0.0,1159807.0,0.0,8.09,0.23,"[29,58[",129.3000031,0.0,0.9999998922234592,0.0,47.6616,-122.31393,Nord,1
2680,LAKE UNION,18,2,Small- and Mid-Sized Office,1.0,3,37639,9999,27640,"Laboratory, Office",Office,20434.0,Laboratory,7557.0,Aucune,0.0,Compliant,221.3999939,221.3999939,695.2999878,695.2999878,6197824.5,6197824.5,0.0,6197824.0,0.0,43.21,1.15,"[0,29[",473.8999939,0.0,0.9999999193265314,0.0,47.6342,-122.32661,Centre,2
