,Quartier,AgeBatiment,NombreUtilisations,PremierTypePropriete,NombreBatiments,NombreEtages,SurfacePlancherTotal,SurfaceTotaleParking,SurfaceTotaleHorsParking,ListeUtilisationsBatiment,UtilisationPrincipale,SurfaceUtilisationPrincipale,UtilisationSecondaire,SurfaceUtilisationSecondaire,UtilisationTertiaire,SurfaceUtilisationTertiaire,Conformité,ConsoSite/S(kBtu/sf),ConsoSiteNorm/S(kBtu/sf),ConsoSource/S(kBtu/sf),ConsoSourceNorm/S(kBtu/sf),ConsoSiteTot(kBtu),ConsoSiteTotNorm(kBtu),Vapeur(kBtu),Électricité(kBtu),GazNaturel(kBtu),EmissionGES,IntensiteGES/S,TrancheAge,Pertes/S(kBtu/sf),ProportionVapeur,ProportionElectricité,ProportionGazNaturel,Latitude,Longitude,Zone,clusters_kmeans
306,EAST,71,2,Medical Office,1.0,3,266000,104000,162000,"Medical Office, Parking",Medical Office,162000.0,Parking,104000.0,Aucune,0.0,Compliant,85.90000153,86.5,244.1999969,244.8000031,13911761.0,14009703.0,476741.8125,11902958.0,1532059.0,201.15,0.76,"[58,87[",158.29999537,0.0342689766234483,0.8556039742200862,0.1101268919154088,47.61048,-122.32837,Centre,0
307,EAST,24,2,Medical Office,1.0,14,690158,407795,282363,"Medical Office, Parking",Medical Office,270384.0,Parking,270383.0,Aucune,0.0,Compliant,78.19999695,78.19999695,245.6999969,245.6999969,21156670.0,21156670.0,0.0,21156669.0,0.0,147.49,0.21,"[0,29[",167.49999995000002,0.0,0.9999999527335824,0.0,47.60921,-122.32425,Centre,3
308,LAKE UNION,15,6,Mixed Use Property,1.0,6,378443,177660,200783,"Data Center, Office, Parking, Performing Arts, Restaurant, Retail Store",Parking,164332.0,Office,108781.0,Data Center,54184.0,Compliant,283.7000122,283.7000122,874.0999756,874.0999756,55073120.0,55073120.0,0.0,53506520.0,1566594.0,456.22,1.21,"[0,29[",590.3999633999999,0.0,0.9715541810596532,0.0284457099942767,47.61915,-122.34857,Centre,2
309,LAKE UNION,15,6,Mixed Use Property,1.0,6,213834,104922,108912,"Data Center, Financial Office, Office, Other, Parking, Restaurant",Parking,104922.0,Data Center,54385.0,Office,37721.0,Compliant,707.2999878,707.2999878,2217.800049,2217.800049,75073888.0,75073888.0,0.0,74917352.0,156525.0,530.59,2.48,"[0,29[",1510.5000612,0.0,0.9979149075108512,0.002084945966832,47.61915,-122.34857,Centre,2
310,LAKE UNION,37,1,Hotel,1.0,5,109017,29409,79608,Hotel,Hotel,109017.0,Aucune,0.0,Aucune,0.0,Compliant,86.90000153,89.0,199.1000061,205.8000031,9474745.0,9707963.0,0.0,5625395.0,3849350.0,243.66,2.24,"[29,58[",112.20000457,0.0,0.5937252137128757,0.4062747862871243,47.62036,-122.34588,Centre,1
311,MAGNOLIA / QUEEN ANNE,35,2,Large Office,1.0,5,275734,38452,237282,"Office, Parking",Office,228504.0,Parking,47404.0,Aucune,0.0,Compliant,71.69999695,71.69999695,225.0,225.0,16373232.0,16373232.0,0.0,16373229.0,0.0,114.14,0.41,"[29,58[",153.30000305,0.0,0.9999998167741104,0.0,47.62177,-122.36158,Centre,1
312,GREATER DUWAMISH,15,1,Warehouse,1.0,1,123061,0,123061,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,123061.0,Aucune,0.0,Aucune,0.0,Compliant,16.20000076,16.20000076,50.70000076,50.70000076,1987934.625,1987934.625,0.0,1987934.0,0.0,13.86,0.11,"[0,29[",34.5,0.0,0.9999996856033432,0.0,47.56064,-122.32522,Sud,1
313,GREATER DUWAMISH,53,2,Distribution Center,1.0,1,59090,0,59090,"Distribution Center, Office",Distribution Center,40272.0,Office,18818.0,Aucune,0.0,Compliant,46.59999847,53.40000153,71.40000153,78.90000153,2756214.75,3153949.5,0.0,634386.0,2121829.0,117.11,1.98,"[29,58[",24.800003059999995,0.0,0.230165664703739,0.7698344260003688,47.54868,-122.3255,Sud,1
314,GREATER DUWAMISH,53,1,Warehouse,1.0,1,106000,0,106000,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,106001.0,Aucune,0.0,Aucune,0.0,Compliant,7.199999809,7.199999809,22.60000038,22.60000038,763364.5,763364.5,0.0,763364.0,0.0,5.32,0.05,"[29,58[",15.400000571,0.0,0.9999993450049092,0.0,47.5471,-122.32406,Sud,1
315,LAKE UNION,54,3,Large Office,1.0,3,158600,38400,120200,"Laboratory, Office, Parking",Office,125779.0,Parking,32821.0,Laboratory,20000.0,Compliant,125.5999985,126.6999969,360.3999939,361.6000061,18309150.0,18471858.0,0.0,15941028.0,2368120.0,236.9,1.49,"[29,58[",234.79999540000003,0.0,0.8706590966811676,0.1293407940838324,47.63349,-122.32634,Centre,1
316,GREATER DUWAMISH,56,1,Distribution Center,1.0,1,119661,0,119661,Distribution Center,Distribution Center,118733.0,Aucune,0.0,Aucune,0.0,Compliant,6.5,6.5,20.5,20.5,775729.1875,775864.1875,0.0,774965.0,764.0,5.44,0.05,"[29,58[",14.0,0.0,0.9990148785010105,0.0009848797909257,47.53764,-122.3232,Sud,1
317,LAKE UNION,15,1,Large Office,1.0,7,139200,44728,94472,Office,Office,82098.0,Aucune,0.0,Aucune,0.0,Compliant,52.90000153,52.90000153,166.1000061,166.1000061,4342597.0,4342597.0,0.0,4342597.0,0.0,30.27,0.22,"[0,29[",113.20000457,0.0,1.0,0.0,47.62958,-122.32826,Centre,1
318,MAGNOLIA / QUEEN ANNE,32,2,Small- and Mid-Sized Office,1.0,6,95721,33921,61800,"Office, Parking",Office,95721.0,Parking,31746.0,Aucune,0.0,Compliant,32.0,33.0,100.5,103.5,3063504.5,3155171.75,0.0,3063504.0,0.0,21.36,0.22,"[29,58[",68.5,0.0,0.9999998367882272,0.0,47.62566,-122.34287,Centre,1
319,MAGNOLIA / QUEEN ANNE,20,2,Large Office,2.0,5,213283,115228,98055,"Office, Parking",Office,105563.0,Parking,0.0,Aucune,0.0,Compliant,53.59999847,53.59999847,168.3999939,168.3999939,5661689.5,5661689.5,0.0,5661689.0,0.0,39.47,0.19,"[0,29[",114.79999543,0.0,0.9999999116871386,0.0,47.62929,-122.34194,Centre,1
320,LAKE UNION,15,1,Large Office,1.0,3,103697,47656,56041,Office,Office,63199.0,Aucune,0.0,Aucune,0.0,Compliant,179.1000061,184.6999969,350.2999878,356.1000061,11319836.0,11672252.0,0.0,4904243.0,6415592.0,374.92,3.62,"[0,29[",171.1999817,0.0,0.4332432908038597,0.5667566208556378,47.64776,-122.33924,Nord,2
321,NORTH,42,2,Small- and Mid-Sized Office,1.0,5,74880,0,74880,"Office, Parking",Office,71751.0,Parking,0.0,Aucune,0.0,Compliant,71.59999847,77.09999847,224.6999969,242.1000061,5134607.5,5531460.0,0.0,5134607.0,0.0,35.8,0.48,"[29,58[",153.09999843,0.0,0.9999999026215732,0.0,47.70105,-122.32659,Nord,1
322,NORTH,37,2,Small- and Mid-Sized Office,1.0,6,88774,0,88774,"Office, Parking",Office,85339.0,Parking,0.0,Aucune,0.0,Compliant,70.59999847,74.40000153,221.8000031,233.8000031,6029121.5,6353294.0,0.0,6029121.0,0.0,42.03,0.47,"[29,58[",151.20000463,0.0,0.9999999170691783,0.0,47.69999,-122.32663,Nord,1
323,NORTH,33,4,Large Office,1.0,5,122250,0,122250,"Adult Education, Bank Branch, Office, Parking",Office,91281.0,Adult Education,30177.0,Bank Branch,5931.0,Compliant,43.5,43.5,136.3999939,136.3999939,5535626.0,5535626.0,0.0,5535625.0,0.0,38.59,0.32,"[29,58[",92.8999939,0.0,0.9999998193519576,0.0,47.69917,-122.3268,Nord,1
324,NORTH,37,2,Small- and Mid-Sized Office,1.0,4,53730,0,53730,"Office, Parking",Office,53730.0,Parking,0.0,Aucune,0.0,Compliant,88.30000305,88.30000305,277.2000122,277.2000122,4742869.0,4742869.0,0.0,4742869.0,0.0,33.06,0.62,"[29,58[",188.90000915,0.0,1.0,0.0,47.70063,-122.32487,Nord,1
325,DELRIDGE,56,1,Small- and Mid-Sized Office,1.0,3,55593,0,55593,Office,Office,55593.0,Aucune,0.0,Aucune,0.0,Compliant,76.0,79.40000153,186.6999969,190.1999969,4224872.5,4414587.0,0.0,2842549.0,1382323.0,93.23,1.68,"[29,58[",110.6999969,0.0,0.6728129665451442,0.327186915108089,47.5671,-122.36416,Sud,1
326,LAKE UNION,34,2,Large Office,1.0,4,134056,60960,73096,"Office, Parking",Office,72066.0,Parking,59137.0,Aucune,0.0,Compliant,65.19999695,68.0,204.6000061,213.5,4695139.0,4899096.0,0.0,4695138.0,0.0,32.73,0.24,"[29,58[",139.40000915000002,0.0,0.9999997870137604,0.0,47.62269,-122.33224,Centre,1
327,GREATER DUWAMISH,11,1,Retail Store,1.0,1,158415,0,158415,Retail Store,Retail Store,158415.0,Aucune,0.0,Aucune,0.0,Compliant,141.3999939,147.0,358.6000061,364.5,22394416.0,23293664.0,0.0,15927634.0,6466780.0,454.49,2.87,"[0,29[",217.2000122,0.0,0.7112323893599191,0.2887675213321035,47.5653,-122.33076,Sud,1
328,LAKE UNION,87,4,Large Office,1.0,8,287819,0,287819,"Data Center, Office, Other, Restaurant",Office,155985.0,Data Center,88350.0,Other,15630.0,Compliant,176.0,174.6000061,550.7000122,545.9000244,48406556.0,48037000.0,0.0,48155040.0,251511.0,349.07,1.21,"[87,116[",374.7000122,0.0,0.994804092239076,0.0051958044691301,47.61907,-122.33651,Centre,0
329,EAST,41,1,Other,1.0,8,158738,0,158738,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,158738.0,Aucune,0.0,Aucune,0.0,Compliant,389.1000061,385.6000061,1026.599976,1001.0,61762380.0,61214744.0,5650343.5,46528618.0,9571816.0,1268.87,7.99,"[29,58[",637.4999699,0.0914851969758937,0.7533488508700604,0.1549780950798852,47.60953,-122.32793,Centre,2
330,MAGNOLIA / QUEEN ANNE,31,2,Small- and Mid-Sized Office,1.0,4,86995,28800,58195,"Office, Parking",Office,58195.0,Parking,28800.0,Aucune,0.0,Compliant,51.40000153,51.90000153,161.3999939,162.8000031,2991674.75,3018140.75,0.0,2991674.0,0.0,20.86,0.24,"[29,58[",109.99999237,0.0,0.9999997493042986,0.0,47.62003,-122.35706,Centre,1
331,BALLARD,17,3,Retail Store,1.0,1,164437,0,164437,"Parking, Retail Store, Supermarket/Grocery Store",Retail Store,102653.0,Supermarket/Grocery Store,74102.0,Parking,0.0,Compliant,104.0,107.6999969,276.0,278.0,18390344.0,19031574.0,0.0,14099499.0,4290843.0,326.18,1.98,"[0,29[",172.0,0.0,0.766679459612066,0.2333204316352103,47.66057,-122.36857,Nord,1
332,LAKE UNION,7,3,Large Office,1.0,5,184482,66234,118248,"Office, Other, Parking",Office,118016.0,Parking,66234.0,Other,1595.0,Compliant,47.40000153,49.09999847,148.5,153.6000061,5671256.0,5869476.5,0.0,5651060.0,20195.0,40.47,0.22,"[0,29[",101.09999847,0.0,0.9964388840849364,0.0035609395872801,47.62402,-122.33755,Centre,1
